id_sprzedazy,data,id_dostepnosci,id_pracownika,id_firmy_kupujacej
5494,04/02/2022,356,887,773
5495,14/01/2022,127,301,585
5496,30/08/2017,980,542,56
5497,08/11/2019,693,852,173
5498,27/05/2017,209,577,192
5499,23/02/2016,44,95,137
5500,25/09/2017,781,561,424
5501,13/09/2016,258,50,98
5502,10/04/2021,323,276,743
5503,07/06/2021,321,36,516
5504,07/04/2018,877,644,394
5505,16/05/2019,888,172,521
5506,20/04/2022,526,951,602
5507,25/12/2021,416,46,728
5508,07/03/2020,975,788,484
5509,08/06/2017,875,404,457
5510,19/08/2015,209,348,457
5511,06/11/2015,44,286,91
5512,05/11/2015,53,539,191
5513,22/01/2016,976,528,561
5514,11/12/2018,352,229,791
5515,03/05/2020,733,850,460
5516,14/10/2016,503,719,202
5517,24/06/2016,138,476,180
5518,02/02/2021,614,691,604
5519,24/03/2020,160,223,770
5520,01/06/2015,33,640,29
5521,25/06/2021,395,331,161
5522,09/10/2018,812,423,624
5523,25/05/2017,18,643,245
5524,18/10/2016,371,735,244
5525,01/12/2021,534,374,122
5526,22/06/2017,737,558,184
5527,30/03/2020,627,456,293
5528,13/07/2021,779,352,637
5529,18/11/2021,789,991,338
5530,07/04/2016,695,560,256
5531,04/03/2020,239,410,153
5532,19/10/2018,720,722,32
5533,14/03/2022,379,944,250
5534,20/04/2021,91,653,286
5535,23/04/2021,967,705,786
5536,02/03/2020,775,488,189
5537,23/10/2017,169,890,184
5538,24/08/2019,806,1,516
5539,19/01/2022,350,914,66
5540,14/07/2017,458,345,765
5541,12/10/2015,912,31,294
5542,14/12/2018,980,186,565
5543,28/07/2019,123,930,753
5544,02/11/2017,82,450,707
5545,29/07/2015,130,79,782
5546,17/01/2022,329,322,625
5547,08/10/2020,638,356,232
5548,23/05/2021,100,336,220
5549,28/07/2019,358,686,350
5550,28/12/2021,561,469,681
5551,18/02/2016,137,841,135
5552,20/05/2019,912,205,2
5553,16/10/2021,756,514,161
5554,09/04/2020,475,1000,636
5555,28/10/2019,118,881,208
5556,13/10/2015,161,806,389
5557,18/05/2021,911,187,355
5558,25/03/2022,339,432,543
5559,03/04/2018,301,959,281
5560,24/09/2016,639,378,718
5561,30/07/2018,634,596,663
5562,01/06/2019,724,975,620
5563,27/02/2016,498,119,105
5564,11/12/2018,633,38,387
5565,06/03/2018,879,737,116
5566,10/09/2019,725,391,306
5567,30/01/2018,492,751,758
5568,16/12/2018,445,542,657
5569,14/10/2021,964,336,26
5570,05/01/2016,84,884,162
5571,05/06/2019,618,640,372
5572,04/07/2020,479,297,770
5573,18/01/2021,507,671,557
5574,24/03/2017,553,474,212
5575,23/01/2021,550,857,719
5576,09/02/2019,736,901,455
5577,19/03/2022,667,62,678
5578,01/10/2016,436,415,459
5579,28/06/2020,70,111,41
5580,07/11/2017,54,878,290
5581,09/02/2022,673,227,178
5582,14/10/2017,873,21,693
5583,26/03/2018,689,289,74
5584,02/03/2021,483,324,162
5585,11/09/2017,536,698,472
5586,17/11/2020,880,161,122
5587,02/10/2017,665,737,790
5588,17/05/2020,708,292,13
5589,02/08/2020,477,337,524
5590,15/07/2015,539,562,520
5591,06/04/2020,303,569,353
5592,14/11/2018,896,996,486
5593,13/07/2019,976,473,664
5594,06/05/2021,648,655,301
5595,15/09/2017,614,699,301
5596,08/10/2019,136,775,444
5597,10/10/2019,944,42,5
5598,19/09/2018,444,712,752
5599,21/08/2016,479,838,64
5600,12/01/2020,366,692,57
5601,09/03/2018,954,20,327
5602,27/11/2015,443,117,192
5603,28/11/2019,125,734,578
5604,01/12/2019,267,290,688
5605,17/11/2015,580,279,301
5606,24/08/2015,246,512,738
5607,30/10/2016,669,532,374
5608,27/11/2018,396,166,101
5609,03/02/2016,678,71,219
5610,06/06/2018,467,122,184
5611,24/02/2018,764,298,91
5612,27/07/2016,916,406,775
5613,04/02/2020,295,952,571
5614,09/09/2017,114,214,618
5615,02/10/2019,241,230,178
5616,18/10/2016,911,421,144
5617,23/07/2019,398,977,21
5618,22/09/2019,161,163,189
5619,10/04/2016,753,492,347
5620,08/12/2021,826,261,517
5621,09/08/2015,249,153,411
5622,22/06/2019,551,375,587
5623,03/10/2017,195,934,348
5624,23/07/2020,352,452,206
5625,20/03/2019,476,303,102
5626,12/03/2017,755,914,710
5627,22/03/2022,548,53,135
5628,25/03/2021,242,566,363
5629,08/05/2021,519,409,733
5630,17/09/2015,62,306,775
5631,16/12/2021,902,881,766
5632,17/12/2021,626,127,203
5633,04/09/2020,904,273,425
5634,12/05/2022,906,490,277
5635,10/11/2017,784,160,402
5636,04/03/2016,737,697,250
5637,16/03/2021,271,42,776
5638,20/12/2021,546,192,253
5639,16/12/2021,554,743,446
5640,31/10/2017,339,151,658
5641,14/08/2018,152,688,99
5642,24/06/2015,517,976,728
5643,21/10/2020,555,216,594
5644,25/10/2017,400,623,574
5645,01/05/2019,909,741,316
5646,01/01/2017,244,312,702
5647,29/04/2021,512,200,337
5648,20/10/2021,111,627,493
5649,12/08/2020,368,489,493
5650,27/11/2021,710,953,715
5651,18/11/2017,680,682,7
5652,07/10/2021,335,809,338
5653,19/05/2017,570,926,480
5654,08/01/2022,444,594,262
5655,12/04/2016,975,772,292
5656,06/02/2019,597,234,736
5657,23/10/2018,862,681,627
5658,13/09/2017,847,925,385
5659,28/10/2017,485,484,485
5660,14/10/2019,277,979,733
5661,13/01/2021,188,81,237
5662,08/08/2019,550,231,478
5663,08/06/2016,846,997,133
5664,15/07/2015,323,16,81
5665,09/10/2021,918,229,316
5666,07/12/2015,139,856,203
5667,30/08/2020,472,765,242
5668,24/05/2017,584,885,185
5669,22/10/2020,612,142,571
5670,13/07/2015,736,6,409
5671,21/11/2018,497,242,56
5672,02/04/2020,939,125,284
5673,23/12/2020,349,671,9
5674,29/07/2020,358,48,654
5675,30/03/2020,800,37,154
5676,05/05/2018,550,205,208
5677,01/07/2016,214,19,552
5678,18/05/2016,131,299,494
5679,11/02/2018,238,729,738
5680,13/02/2017,30,868,680
5681,17/11/2019,47,402,298
5682,04/06/2020,246,802,22
5683,26/03/2021,521,470,75
5684,18/06/2016,54,13,191
5685,21/08/2016,437,146,378
5686,12/07/2020,6,208,220
5687,06/01/2017,950,303,240
5688,22/05/2021,650,280,716
5689,25/04/2017,152,562,90
5690,28/12/2017,443,201,705
5691,25/02/2022,680,950,316
5692,10/11/2015,421,172,15
5693,22/05/2020,864,983,202
5694,21/01/2018,724,725,195
5695,08/09/2017,97,825,396
5696,02/08/2019,990,389,750
5697,24/10/2017,190,819,723
5698,24/07/2020,182,930,798
5699,12/12/2019,734,575,656
5700,17/09/2019,648,602,452
5701,09/10/2016,114,944,350
5702,12/04/2019,312,434,566
5703,28/06/2017,688,176,312
5704,18/05/2020,864,591,342
5705,07/06/2019,734,77,490
5706,06/05/2016,850,556,42
5707,27/03/2022,379,730,352
5708,12/10/2015,819,130,304
5709,27/02/2016,114,380,179
5710,18/03/2016,687,698,788
5711,09/09/2021,211,790,35
5712,28/08/2019,269,433,128
5713,13/05/2021,238,743,722
5714,25/03/2020,244,614,30
5715,23/12/2015,389,522,17
5716,07/02/2021,870,111,91
5717,28/01/2021,430,716,403
5718,23/06/2015,32,40,583
5719,18/07/2015,18,607,32
5720,23/01/2019,47,769,17
5721,18/01/2019,400,849,90
5722,01/02/2018,263,400,167
5723,13/08/2016,907,935,292
5724,01/12/2021,928,915,409
5725,08/11/2018,439,558,210
5726,03/12/2016,28,234,506
5727,15/06/2015,804,942,416
5728,09/08/2020,953,99,64
5729,16/05/2019,339,208,788
5730,13/01/2019,345,659,457
5731,09/01/2020,417,546,800
5732,22/09/2017,202,269,310
5733,15/05/2021,965,269,96
5734,18/03/2016,220,982,414
5735,27/02/2019,488,318,337
5736,11/08/2021,840,995,473
5737,05/04/2021,639,257,444
5738,05/10/2020,507,69,177
5739,01/11/2018,379,180,145
5740,16/01/2020,896,579,255
5741,26/04/2016,403,543,102
5742,20/03/2020,92,962,520
5743,01/02/2016,991,472,776
5744,14/06/2021,462,754,408
5745,29/06/2016,341,607,103
5746,22/12/2018,75,2,132
5747,30/11/2018,286,433,709
5748,22/02/2019,995,761,2
5749,18/01/2021,260,260,47
5750,25/05/2019,159,634,772
5751,10/12/2017,885,426,54
5752,20/10/2019,835,898,136
5753,21/07/2015,82,701,316
5754,07/01/2019,783,822,325
5755,21/06/2017,880,909,429
5756,06/08/2018,574,351,728
5757,12/05/2018,951,454,480
5758,26/05/2017,793,709,581
5759,28/08/2017,105,377,12
5760,12/04/2017,711,946,385
5761,05/04/2016,613,285,115
5762,20/03/2016,829,61,47
5763,12/03/2017,756,855,268
5764,28/03/2017,351,843,345
5765,03/12/2021,432,595,143
5766,24/06/2021,432,884,171
5767,26/07/2016,103,240,286
5768,19/02/2018,212,921,484
5769,15/07/2018,621,535,493
5770,20/07/2018,108,218,294
5771,19/07/2018,766,5,394
5772,27/01/2017,832,131,209
5773,29/04/2016,684,859,372
5774,06/01/2020,574,860,592
5775,22/04/2017,911,609,76
5776,02/02/2022,542,756,369
5777,08/09/2018,508,593,460
5778,02/07/2021,833,609,6
5779,26/03/2017,933,500,35
5780,30/07/2016,125,417,27
5781,27/10/2017,916,332,723
5782,24/08/2020,190,3,17
5783,20/11/2019,393,324,691
5784,06/10/2020,849,568,63
5785,24/11/2017,610,527,749
5786,20/11/2021,914,249,66
5787,29/11/2021,692,687,65
5788,18/06/2019,331,546,601
5789,02/07/2017,667,713,313
5790,23/03/2019,539,911,98
5791,22/09/2016,240,38,147
5792,21/01/2021,170,1000,297
5793,20/11/2021,241,381,797
5794,27/01/2021,637,43,695
5795,23/06/2019,939,332,434
5796,29/04/2017,724,201,265
5797,16/05/2022,256,80,433
5798,03/09/2021,220,684,53
5799,01/09/2017,346,405,2
5800,03/08/2017,503,712,349
5801,22/04/2021,127,627,594
5802,06/09/2020,818,658,316
5803,30/09/2018,831,334,122
5804,13/01/2018,697,675,38
5805,31/01/2020,359,492,254
5806,29/12/2021,481,586,155
5807,04/06/2021,41,25,544
5808,11/06/2019,909,123,82
5809,13/05/2022,214,731,582
5810,26/06/2018,75,414,467
5811,18/04/2018,642,369,211
5812,14/02/2020,492,455,14
5813,22/01/2019,269,15,154
5814,20/07/2020,30,451,127
5815,07/01/2022,417,810,553
5816,23/07/2019,461,696,450
5817,27/04/2017,938,168,561
5818,03/03/2020,471,125,664
5819,05/02/2016,983,11,139
5820,01/04/2021,395,957,434
5821,12/04/2022,42,603,645
5822,23/07/2018,123,553,72
5823,01/01/2021,283,328,148
5824,30/10/2020,352,12,376
5825,23/03/2017,604,968,543
5826,27/01/2020,768,504,55
5827,02/06/2019,389,827,718
5828,12/03/2016,598,511,640
5829,15/08/2017,31,906,767
5830,10/02/2019,880,846,476
5831,11/09/2017,353,15,770
5832,19/09/2019,300,48,717
5833,10/07/2015,170,633,184
5834,05/02/2019,374,637,23
5835,09/04/2019,83,863,261
5836,25/09/2018,12,533,251
5837,31/07/2018,528,455,541
5838,04/10/2017,920,50,281
5839,11/07/2015,933,619,250
5840,17/07/2020,311,902,782
5841,10/09/2020,285,882,8
5842,08/03/2018,818,208,450
5843,20/11/2019,118,5,473
5844,19/03/2016,577,443,188
5845,24/05/2015,468,165,58
5846,25/10/2017,886,697,490
5847,31/03/2019,549,704,2
5848,05/12/2019,546,924,314
5849,03/09/2015,184,309,596
5850,28/10/2021,617,422,526
5851,01/02/2016,608,823,297
5852,31/01/2016,379,104,759
5853,19/07/2021,362,593,773
5854,15/11/2019,369,791,653
5855,01/01/2017,884,414,280
5856,04/07/2021,207,745,494
5857,03/11/2016,104,347,608
5858,30/09/2021,998,270,385
5859,14/05/2016,159,314,745
5860,11/04/2022,535,420,492
5861,20/08/2021,582,986,593
5862,18/05/2017,546,570,655
5863,09/04/2018,720,143,362
5864,03/12/2015,630,967,4
5865,23/12/2020,943,678,451
5866,19/12/2018,182,370,41
5867,15/02/2018,983,522,66
5868,01/02/2017,448,102,100
5869,25/06/2021,512,126,687
5870,24/04/2022,263,785,18
5871,10/11/2017,620,571,11
5872,06/11/2020,597,655,159
5873,10/08/2019,791,691,74
5874,04/06/2018,275,834,782
5875,11/05/2017,181,364,189
5876,08/12/2021,596,346,31
5877,16/10/2017,712,862,705
5878,25/01/2020,526,842,689
5879,09/01/2016,712,250,55
5880,08/03/2018,339,324,58
5881,18/08/2015,245,120,558
5882,27/03/2022,513,326,650
5883,19/02/2019,602,884,614
5884,29/08/2021,852,903,136
5885,11/09/2021,407,600,448
5886,18/02/2020,529,608,758
5887,18/06/2019,144,345,522
5888,26/09/2015,126,887,161
5889,03/05/2020,374,416,274
5890,07/07/2017,181,189,301
5891,09/10/2019,933,643,225
5892,03/11/2015,179,806,395
5893,16/10/2018,510,550,709
5894,11/09/2016,263,214,249
5895,04/07/2018,334,820,739
5896,02/08/2019,495,758,10
5897,08/08/2016,635,943,207
5898,14/08/2017,50,731,785
5899,05/03/2019,967,31,58
5900,06/10/2015,511,813,418
5901,22/12/2018,675,562,775
5902,06/10/2017,853,352,184
5903,01/07/2015,360,798,438
5904,28/03/2018,528,560,80
5905,01/11/2018,786,764,169
5906,01/02/2016,120,429,413
5907,07/04/2017,900,503,403
5908,24/01/2020,515,1000,315
5909,31/08/2020,540,196,165
5910,26/10/2019,654,528,171
5911,22/08/2019,29,177,631
5912,10/11/2016,540,997,681
5913,13/04/2019,273,169,781
5914,28/05/2015,860,239,284
5915,18/11/2021,809,390,392
5916,21/03/2022,906,613,514
5917,02/09/2020,438,422,683
5918,24/07/2018,655,512,169
5919,21/12/2021,896,753,103
5920,01/10/2015,314,192,272
5921,31/08/2016,772,842,383
5922,05/11/2015,467,5,7
5923,25/02/2018,506,827,711
5924,09/11/2018,887,229,117
5925,23/10/2017,534,622,34
5926,09/05/2019,126,162,134
5927,11/04/2017,661,141,525
5928,21/04/2016,675,590,301
5929,21/11/2016,793,454,324
5930,01/12/2019,231,219,589
5931,13/06/2018,824,471,696
5932,17/02/2022,571,648,472
5933,05/11/2018,468,617,299
5934,10/11/2016,887,372,47
5935,25/10/2017,186,348,789
5936,04/02/2021,568,667,55
5937,11/06/2015,215,364,536
5938,15/11/2015,841,804,275
5939,29/07/2019,662,266,385
5940,13/12/2020,545,774,47
5941,31/07/2016,103,197,796
5942,06/04/2017,296,889,79
5943,07/01/2017,325,203,93
5944,29/02/2016,179,107,575
5945,27/03/2018,795,726,394
5946,13/06/2015,467,423,521
5947,19/05/2021,390,821,323
5948,06/11/2020,755,911,84
5949,05/11/2021,194,230,284
5950,19/02/2021,152,783,430
5951,31/12/2020,951,657,726
5952,27/06/2017,280,77,679
5953,01/03/2019,733,963,40
5954,24/09/2020,493,658,620
5955,13/01/2021,905,503,734
5956,29/04/2022,700,963,452
5957,13/12/2021,841,414,681
5958,02/12/2020,607,905,749
5959,26/10/2019,418,427,340
5960,27/09/2018,380,274,13
5961,08/06/2018,819,783,260
5962,18/08/2017,29,556,583
5963,06/02/2022,664,760,739
5964,13/11/2018,484,182,577
5965,24/03/2021,139,214,524
5966,14/05/2019,390,215,546
5967,27/01/2019,344,35,41
5968,15/04/2017,313,999,760
5969,13/12/2021,872,678,78
5970,24/09/2020,707,395,673
5971,05/03/2016,384,452,729
5972,12/05/2020,562,727,198
5973,10/02/2018,783,288,66
5974,07/10/2021,610,882,332
5975,17/07/2018,556,889,432
5976,30/09/2017,337,114,265
5977,19/06/2018,855,211,282
5978,04/07/2017,344,307,123
5979,19/09/2017,697,645,745
5980,20/02/2020,936,343,798
5981,15/10/2016,877,30,707
5982,10/02/2016,953,113,96
5983,05/12/2015,283,199,649
5984,15/12/2021,330,519,313
5985,12/09/2020,188,287,570
5986,17/04/2018,417,945,463
5987,18/10/2017,864,559,246
5988,09/07/2018,562,652,642
5989,12/01/2018,525,35,584
5990,01/09/2016,662,647,142
5991,27/07/2015,4,194,359
5992,15/09/2016,820,216,120
5993,04/12/2017,986,846,366
5994,27/02/2017,227,294,53
5995,22/12/2020,81,429,170
5996,16/04/2016,627,900,473
5997,20/05/2019,697,627,654
5998,30/06/2016,214,713,704
5999,30/01/2018,531,519,758
6000,07/01/2016,968,811,495
6001,26/06/2018,305,630,649
6002,07/07/2016,821,141,78
6003,29/04/2017,34,609,518
6004,29/06/2015,64,607,652
6005,01/02/2016,937,828,4
6006,28/03/2017,848,984,167
6007,21/10/2017,522,536,322
6008,07/04/2021,616,335,170
6009,18/01/2020,801,606,685
6010,21/09/2018,911,238,276
6011,22/06/2021,241,29,166
6012,01/05/2020,208,892,3
6013,03/01/2022,409,525,489
6014,01/04/2019,611,429,245
6015,04/01/2021,596,605,452
6016,13/10/2020,911,106,693
6017,04/08/2017,607,254,235
6018,13/01/2022,453,627,775
6019,03/08/2016,437,502,102
6020,14/07/2015,915,660,457
6021,05/04/2019,381,98,717
6022,26/05/2018,6,750,349
6023,24/04/2016,173,774,167
6024,28/04/2022,566,808,460
6025,31/01/2022,344,226,271
6026,26/03/2019,605,760,679
6027,23/02/2020,835,914,580
6028,22/08/2017,554,362,486
6029,16/02/2018,901,293,673
6030,07/02/2016,706,356,659
6031,07/10/2018,488,770,81
6032,13/07/2016,773,78,271
6033,07/11/2017,439,942,584
6034,23/04/2020,636,255,544
6035,28/12/2019,644,184,744
6036,19/02/2020,297,781,491
6037,08/11/2021,460,378,129
6038,17/05/2020,486,464,753
6039,10/11/2016,586,720,183
6040,09/03/2022,12,383,602
6041,03/06/2018,441,238,422
6042,10/06/2017,230,166,96
6043,28/01/2021,275,200,293
6044,11/10/2019,494,116,48
6045,01/10/2019,518,131,323
6046,08/03/2018,26,640,159
6047,18/05/2015,39,720,793
6048,20/12/2018,134,590,366
6049,30/06/2020,841,516,237
6050,04/01/2020,875,219,585
6051,16/10/2019,643,770,629
6052,08/09/2020,824,334,93
6053,09/08/2016,78,175,713
6054,02/03/2018,292,906,159
6055,05/03/2017,754,696,275
6056,15/05/2021,829,770,334
6057,23/06/2020,69,1,529
6058,23/06/2017,883,355,723
6059,20/10/2016,763,309,447
6060,06/08/2015,591,834,394
6061,18/06/2015,682,625,116
6062,16/07/2017,788,725,689
6063,14/03/2020,120,296,692
6064,06/04/2016,818,536,221
6065,26/03/2021,113,442,721
6066,03/04/2020,20,158,41
6067,19/09/2021,342,508,311
6068,29/10/2021,34,842,687
6069,23/07/2018,831,62,639
6070,14/02/2018,715,913,779
6071,10/05/2022,545,442,593
6072,13/02/2017,301,699,676
6073,18/02/2017,654,236,230
6074,08/06/2019,879,706,31
6075,05/05/2017,692,240,225
6076,19/12/2020,481,924,229
6077,23/08/2015,483,172,522
6078,23/08/2016,566,164,760
6079,26/03/2017,660,717,157
6080,29/07/2019,474,875,59
6081,07/11/2018,108,321,253
6082,14/08/2016,835,477,434
6083,16/09/2017,141,31,450
6084,26/04/2016,226,475,720
6085,03/06/2018,954,97,198
6086,05/07/2020,671,816,234
6087,05/09/2020,243,318,782
6088,29/06/2017,514,3,369
6089,08/12/2018,887,187,511
6090,24/05/2020,955,676,586
6091,28/04/2018,719,220,664
6092,20/03/2017,452,900,189
6093,01/08/2017,791,814,150
6094,15/05/2017,745,286,122
6095,07/02/2016,943,930,783
6096,21/10/2015,794,648,120
6097,01/10/2015,970,199,274
6098,19/08/2021,523,762,68
6099,31/03/2019,591,595,694
6100,05/08/2018,9,589,314
6101,22/11/2015,785,196,144
6102,20/01/2021,142,790,424
6103,17/10/2016,90,862,553
6104,10/01/2020,714,571,189
6105,18/05/2015,704,64,326
6106,05/07/2017,280,773,279
6107,23/04/2016,191,103,354
6108,16/10/2017,648,798,487
6109,06/01/2018,559,798,569
6110,26/12/2018,870,422,172
6111,07/04/2022,536,177,778
6112,14/11/2019,42,214,701
6113,10/10/2016,552,372,226
6114,22/05/2018,846,206,744
6115,26/09/2018,799,291,771
6116,06/03/2018,58,31,606
6117,21/11/2018,120,150,94
6118,04/07/2020,888,204,303
6119,14/11/2017,71,7,7
6120,30/08/2018,810,111,236
6121,08/04/2018,470,324,6
6122,29/04/2019,544,638,422
6123,04/03/2018,815,941,145
6124,09/10/2021,125,587,37
6125,08/10/2020,82,206,403
6126,01/02/2022,210,9,770
6127,30/10/2015,156,598,163
6128,20/01/2018,533,748,698
6129,07/06/2015,415,839,290
6130,19/03/2016,138,583,412
6131,11/04/2021,744,543,499
6132,23/04/2018,129,926,570
6133,25/02/2017,222,59,103
6134,05/10/2018,228,790,358
6135,19/02/2020,361,286,747
6136,20/12/2019,753,32,117
6137,20/08/2021,462,183,630
6138,16/10/2018,565,282,753
6139,04/06/2016,77,154,420
6140,15/10/2015,476,908,152
6141,02/04/2022,353,607,331
6142,15/03/2016,793,337,711
6143,23/03/2019,276,491,353
6144,18/03/2018,596,986,314
6145,25/06/2019,619,647,277
6146,25/04/2020,355,416,627
6147,08/07/2020,378,363,308
6148,18/10/2016,373,322,737
6149,20/10/2021,433,47,706
6150,13/06/2016,301,13,595
6151,03/06/2015,377,134,103
6152,21/04/2016,967,830,224
6153,25/09/2016,338,973,378
6154,13/02/2018,233,246,457
6155,05/10/2019,885,588,58
6156,28/10/2020,749,182,747
6157,16/07/2015,830,273,64
6158,07/04/2016,943,801,688
6159,10/03/2022,299,624,142
6160,10/08/2020,791,631,726
6161,05/06/2015,253,48,213
6162,06/09/2020,441,56,377
6163,16/09/2017,803,532,248
6164,24/08/2018,317,954,787
6165,14/02/2021,180,588,197
6166,06/12/2021,196,860,499
6167,24/04/2022,282,926,175
6168,15/03/2020,139,39,479
6169,19/01/2018,955,686,289
6170,30/07/2021,708,675,651
6171,08/06/2020,25,143,705
6172,01/04/2020,303,934,690
6173,29/11/2017,409,948,102
6174,02/03/2017,230,899,302
6175,07/04/2016,551,273,234
6176,20/02/2016,762,76,486
6177,14/01/2017,509,767,645
6178,29/03/2022,873,304,115
6179,19/07/2018,484,547,127
6180,12/10/2015,887,560,433
6181,05/04/2022,544,270,448
6182,11/09/2021,611,178,572
6183,03/08/2016,42,822,156
6184,08/11/2020,595,903,440
6185,01/02/2018,585,427,65
6186,05/04/2016,590,118,283
6187,16/03/2021,729,24,312
6188,20/08/2017,961,776,320
6189,26/05/2017,309,98,727
6190,30/04/2017,594,600,115
6191,28/04/2016,447,13,185
6192,18/09/2016,541,81,619
6193,25/10/2016,986,181,765
6194,11/03/2020,267,750,624
6195,09/03/2019,162,883,487
6196,19/10/2021,364,418,585
6197,15/05/2021,508,195,516
6198,29/10/2018,819,492,800
6199,26/01/2020,955,511,127
6200,15/04/2016,6,267,246
6201,24/10/2016,450,410,353
6202,17/06/2020,824,165,288
6203,11/12/2015,771,307,297
6204,03/11/2016,325,831,609
6205,30/03/2018,150,69,243
6206,07/05/2020,247,614,85
6207,21/03/2022,867,796,519
6208,29/10/2016,98,532,32
6209,06/03/2022,366,2,117
6210,05/07/2017,538,783,721
6211,26/04/2022,706,250,749
6212,09/05/2022,6,908,585
6213,07/02/2021,453,264,754
6214,04/08/2016,587,847,748
6215,20/09/2015,350,5,225
6216,16/08/2020,238,749,770
6217,24/10/2021,4,485,130
6218,20/01/2018,377,821,426
6219,02/12/2018,87,994,197
6220,23/06/2021,169,119,216
6221,13/06/2016,632,272,26
6222,10/09/2017,804,690,122
6223,24/06/2018,286,281,588
6224,28/12/2019,543,710,95
6225,25/01/2021,957,428,24
6226,02/06/2016,720,539,71
6227,05/01/2016,314,583,701
6228,19/08/2016,231,711,137
6229,26/02/2019,483,54,629
6230,12/10/2016,451,204,561
6231,22/08/2016,507,537,642
6232,05/07/2021,289,117,201
6233,11/09/2020,822,678,560
6234,29/10/2021,326,411,315
6235,10/07/2018,237,666,450
6236,15/07/2016,372,371,342
6237,27/05/2017,688,659,228
6238,12/06/2017,103,243,597
6239,04/06/2017,80,781,178
6240,29/01/2019,629,647,364
6241,01/09/2015,975,601,289
6242,05/02/2021,598,531,156
6243,11/10/2016,525,937,690
6244,22/08/2016,22,331,116
6245,09/05/2019,805,856,726
6246,22/04/2021,292,354,614
6247,17/12/2015,914,469,22
6248,04/10/2019,286,317,47
6249,16/03/2019,808,587,162
6250,05/09/2020,850,96,452
6251,02/09/2020,890,220,588
6252,09/01/2021,300,674,387
6253,28/10/2015,7,915,334
6254,21/11/2017,183,118,604
6255,12/01/2019,314,933,665
6256,22/06/2021,544,868,426
6257,30/06/2021,978,55,408
6258,01/02/2017,757,290,4
6259,27/09/2015,582,777,159
6260,07/06/2018,391,569,169
6261,23/03/2019,543,64,665
6262,15/12/2018,640,159,460
6263,11/02/2022,505,520,10
6264,18/04/2018,546,91,10
6265,07/03/2018,582,513,423
6266,24/12/2018,835,163,193
6267,15/12/2021,751,268,439
6268,26/02/2016,34,867,792
6269,23/09/2018,678,157,297
6270,07/10/2021,82,487,385
6271,04/03/2019,542,64,398
6272,29/06/2019,86,265,126
6273,02/04/2017,363,336,749
6274,13/11/2019,824,169,64
6275,29/08/2016,353,807,149
6276,27/07/2017,918,164,85
6277,24/01/2020,858,707,752
6278,29/12/2017,661,175,331
6279,01/06/2021,740,672,765
6280,29/10/2017,528,725,385
6281,14/06/2018,29,575,179
6282,30/01/2020,953,879,70
6283,04/02/2017,310,808,488
6284,31/01/2017,557,494,715
6285,02/08/2015,225,56,692
6286,17/09/2018,409,460,540
6287,04/11/2017,305,43,525
6288,07/03/2020,48,716,594
6289,09/09/2020,218,594,389
6290,08/10/2018,618,816,437
6291,04/01/2016,687,374,395
6292,04/07/2019,746,435,571
6293,23/04/2020,795,390,431
6294,07/06/2020,183,993,207
6295,05/12/2017,435,509,682
6296,10/11/2016,131,41,474
6297,27/10/2018,66,161,354
6298,30/03/2022,628,69,474
6299,17/08/2021,554,424,566
6300,07/04/2021,732,121,757
6301,23/07/2021,342,17,379
6302,28/07/2017,908,719,646
6303,21/02/2017,346,804,675
6304,10/10/2020,670,696,701
6305,17/06/2020,508,598,769
6306,16/01/2017,810,834,459
6307,28/12/2018,83,786,522
6308,17/03/2016,296,513,321
6309,02/01/2019,956,467,600
6310,09/09/2016,366,244,767
6311,21/01/2022,291,553,82
6312,07/07/2021,91,404,485
6313,14/06/2020,312,584,304
6314,12/06/2016,211,770,738
6315,22/04/2019,694,389,357
6316,28/06/2015,242,565,769
6317,11/02/2020,749,275,342
6318,11/04/2018,749,496,479
6319,12/10/2016,267,310,349
6320,15/10/2017,672,145,638
6321,22/11/2015,429,620,118
6322,10/03/2021,66,554,491
6323,03/04/2016,805,15,363
6324,08/06/2017,516,192,361
6325,11/01/2021,696,333,777
6326,14/03/2019,304,707,101
6327,17/05/2021,322,165,425
6328,22/06/2020,635,184,514
6329,24/11/2017,252,188,720
6330,16/06/2020,7,458,282
6331,13/10/2015,840,805,568
6332,20/08/2020,892,495,620
6333,31/10/2019,507,685,729
6334,12/04/2016,406,304,389
6335,21/11/2018,147,143,587
6336,16/11/2021,661,481,599
6337,11/01/2020,92,144,195
6338,17/01/2016,87,552,537
6339,04/01/2019,151,346,55
6340,19/08/2020,594,11,303
6341,06/10/2018,137,169,136
6342,25/01/2017,384,659,608
6343,08/02/2017,741,439,345
6344,06/08/2016,492,996,742
6345,09/04/2020,767,711,609
6346,09/05/2021,644,609,24
6347,08/05/2017,464,758,332
6348,12/06/2021,312,236,436
6349,13/04/2020,569,300,177
6350,04/03/2018,763,349,56
6351,01/09/2016,507,380,710
6352,12/07/2017,566,76,289
6353,25/09/2020,154,445,114
6354,08/04/2021,552,434,133
6355,09/01/2022,951,790,560
6356,25/12/2017,910,726,553
6357,07/01/2016,99,489,209
6358,28/03/2020,342,382,259
6359,06/11/2017,712,527,366
6360,24/09/2021,828,658,384
6361,03/08/2020,566,942,358
6362,23/12/2018,124,428,11
6363,27/04/2020,667,107,421
6364,05/10/2021,14,574,607
6365,29/09/2021,784,147,144
